wind_speed,sealevel_pressure,old_station_type,station_type,sky_condition,wind_direction,sky_condition_top,visibility,datetime,wind_direction_cardinal,relative_humidity,hourly_precip,drybulb_fahrenheit,report_type,dewpoint_fahrenheit,station_pressure,weather_types,wetbulb_fahrenheit,wban_code
3,30.090000,"",11,OVC028,010,OVC028,3,2014-01-31T23:51:00,N,78,0.010000,22,AA,16,29.340000,[[- <nil> <nil> SN <nil> <nil>]],20,94846
0,"","",11,OVC036,"",OVC036,3,2014-01-31T22:51:00,"",81,0.005000,21,AA,16,29.350000,[[- <nil> <nil> SN <nil> <nil>]],20,94846
0,30.110000,"",11,OVC036,"",OVC036,6,2014-01-31T21:51:00,"",68,0.005000,22,AA,13,29.370000,[[- <nil> <nil> SN <nil> <nil>]],19,94846
0,30.120000,"",11,OVC065,"",OVC065,10,2014-01-31T20:51:00,"",60,"",23,AA,11,29.370000,"",20,94846
0,30.120000,"",11,FEW039 BKN110 OVC250,"",OVC250,10,2014-01-31T19:51:00,"",63,"",22,AA,11,29.370000,"",19,94846
0,30.130000,"",11,FEW043 SCT110 BKN130,"",BKN130,10,2014-01-31T18:51:00,"",57,"",22,AA,9,29.380000,"",18,94846
5,30.120000,"",11,FEW060 BKN120 OVC250,260,OVC250,10,2014-01-31T17:51:00,W,57,"",22,AA,9,29.370000,"",18,94846
3,30.120000,"",11,OVC070,270,OVC070,10,2014-01-31T16:51:00,W,57,"",23,AA,10,29.370000,"",19,94846
6,30.140000,"",11,OVC070,270,OVC070,10,2014-01-31T15:51:00,W,57,"",23,AA,10,29.390000,"",19,94846
7,30.120000,"",11,FEW100 SCT210 OVC250,250,OVC250,10,2014-01-31T14:51:00,WSW,55,"",23,AA,9,29.370000,"",19,94846
8,30.140000,"",11,BKN085 OVC250,260,OVC250,10,2014-01-31T13:51:00,W,52,"",23,AA,8,29.390000,"",19,94846
6,30.140000,"",11,FEW075 OVC250,230,OVC250,10,2014-01-31T12:51:00,SW,55,"",23,AA,9,29.390000,"",19,94846
8,30.160000,"",11,FEW100 OVC250,240,OVC250,10,2014-01-31T11:51:00,WSW,55,"",21,AA,7,29.410000,"",17,94846
0,30.170000,"",11,FEW110 OVC250,"",OVC250,10,2014-01-31T10:51:00,"",54,"",19,AA,5,29.410000,"",16,94846
0,30.150000,"",11,OVC250,"",OVC250,10,2014-01-31T09:51:00,"",52,"",19,AA,4,29.390000,"",15,94846
6,30.140000,"",11,OVC250,360,OVC250,10,2014-01-31T08:51:00,N,54,"",17,AA,3,29.390000,"",14,94846
5,30.100000,"",11,SCT120 OVC250,330,OVC250,10,2014-01-31T07:51:00,NNW,54,"",17,AA,3,29.360000,"",14,94846
9,30.080000,"",11,SCT140 OVC250,330,OVC250,10,2014-01-31T06:51:00,NNW,59,"",18,AA,6,29.330000,"",15,94846
9,30.060000,"",11,FEW200 OVC250,330,OVC250,10,2014-01-31T05:51:00,NNW,59,"",18,AA,6,29.310000,"",15,94846
9,30.030000,"",11,OVC250,330,OVC250,10,2014-01-31T04:51:00,NNW,68,"",20,AA,11,29.290000,"",18,94846
10,30,"",11,OVC150,300,OVC150,10,2014-01-31T03:51:00,WNW,68,"",21,AA,12,29.260000,"",18,94846
9,30,"",11,OVC180,330,OVC180,10,2014-01-31T02:51:00,NNW,68,"",23,AA,14,29.260000,"",20,94846
13,29.970000,"",11,SCT220 OVC250,310,OVC250,10,2014-01-31T01:51:00,NW,71,"",24,AA,16,29.230000,"",22,94846
10,29.930000,"",11,FEW033 SCT210 BKN240,270,BKN240,10,2014-01-31T00:51:00,W,72,"",25,AA,17,29.190000,"",22,94846
10,29.900000,"",11,OVC033,270,OVC033,10,2014-01-30T23:51:00,W,69,"",29,AA,20,29.160000,"",26,94846
13,29.860000,"",11,FEW016 OVC031,270,OVC031,10,2014-01-30T22:51:00,W,69,"",31,AA,22,29.120000,"",28,94846
14,29.830000,"",11,FEW018 OVC033,250,OVC033,10,2014-01-30T21:51:00,WSW,72,"",32,AA,24,29.090000,"",29,94846
13,29.800000,"",11,OVC027,240,OVC027,10,2014-01-30T20:51:00,WSW,70,"",33,AA,24,29.060000,"",30,94846
9,29.780000,"",11,FEW018 OVC038,230,OVC038,10,2014-01-30T19:51:00,SW,72,"",32,AA,24,29.040000,"",29,94846
16,29.760000,"",11,FEW018 OVC041,230,OVC041,10,2014-01-30T18:51:00,SW,72,"",31,AA,23,29.020000,"",28,94846
18,29.730000,"",11,BKN018 OVC045,230,OVC045,10,2014-01-30T17:51:00,SW,72,"",31,AA,23,28.990000,"",28,94846
17,29.730000,"",11,BKN017 OVC023,220,OVC023,10,2014-01-30T16:51:00,SW,75,0.005000,30,AA,23,28.980000,"",28,94846
23,29.710000,"",11,BKN015 OVC020,220,OVC020,4,2014-01-30T15:51:00,SW,75,0.005000,30,AA,23,28.960000,[[- <nil> <nil> SN <nil> <nil>]],28,94846
22,29.690000,"",11,BKN010 BKN017 OVC042,220,OVC042,2,2014-01-30T14:51:00,SW,78,0.005000,29,AA,23,28.950000,[[- <nil> <nil> SN <nil> <nil>]],27,94846
29,29.660000,"",11,BKN030 OVC038,220,OVC038,6,2014-01-30T13:51:00,SW,47,0.005000,32,AA,14,28.920000,[[- <nil> <nil> SN <nil> <nil>]],26,94846
22,29.670000,"",11,BKN090 OVC250,200,OVC250,10,2014-01-30T12:51:00,SSW,43,"",31,AA,11,28.930000,"",25,94846
25,29.700000,"",11,FEW110 SCT180 OVC250,200,OVC250,10,2014-01-30T11:51:00,SSW,49,"",28,AA,11,28.950000,"",23,94846
21,29.750000,"",11,FEW080 BKN110 OVC250,190,OVC250,10,2014-01-30T10:51:00,S,51,"",26,AA,10,29,"",21,94846
25,29.800000,"",11,FEW090 BKN110 OVC250,190,OVC250,10,2014-01-30T09:51:00,S,51,"",25,AA,9,29.060000,"",20,94846
18,29.830000,"",11,BKN130 OVC250,190,OVC250,10,2014-01-30T08:51:00,S,53,"",24,AA,9,29.090000,"",20,94846
20,29.840000,"",11,OVC130,190,OVC130,10,2014-01-30T07:51:00,S,55,"",23,AA,9,29.100000,"",19,94846
18,29.850000,"",11,OVC170,190,OVC170,10,2014-01-30T06:51:00,S,55,"",22,AA,8,29.110000,"",18,94846
20,29.890000,"",11,FEW200 OVC250,200,OVC250,10,2014-01-30T05:51:00,SSW,52,"",23,AA,8,29.140000,"",19,94846
21,29.900000,"",11,OVC210,190,OVC210,10,2014-01-30T04:51:00,S,50,"",23,AA,7,29.150000,"",19,94846
16,29.920000,"",11,BKN240,190,BKN240,10,2014-01-30T03:51:00,S,52,"",22,AA,7,29.170000,"",18,94846
13,29.940000,"",11,FEW250,190,FEW250,10,2014-01-30T02:51:00,S,52,"",21,AA,6,29.190000,"",17,94846
17,29.950000,"",11,FEW250,200,FEW250,10,2014-01-30T01:51:00,SSW,50,"",21,AA,5,29.200000,"",17,94846
16,29.980000,"",11,SCT250,200,SCT250,10,2014-01-30T00:51:00,SSW,52,"",20,AA,5,29.230000,"",16,94846
16,30,"",11,FEW250,190,FEW250,10,2014-01-29T23:51:00,S,48,"",21,AA,4,29.250000,"",17,94846
18,30.020000,"",11,FEW250,200,FEW250,10,2014-01-29T22:51:00,SSW,46,"",22,AA,4,29.270000,"",17,94846
22,30.030000,"",11,FEW250,200,FEW250,10,2014-01-29T21:51:00,SSW,44,"",23,AA,4,29.280000,"",18,94846
16,30.050000,"",11,CLR,200,CLR,10,2014-01-29T20:51:00,SSW,46,"",22,AA,4,29.290000,"",17,94846
10,30.070000,"",11,FEW250,170,FEW250,10,2014-01-29T19:51:00,S,56,"",17,AA,4,29.310000,"",14,94846
10,30.090000,"",11,FEW250,180,FEW250,10,2014-01-29T18:51:00,S,54,"",18,AA,4,29.330000,"",15,94846
10,30.100000,"",11,CLR,200,CLR,10,2014-01-29T17:51:00,SSW,50,"",20,AA,4,29.340000,"",16,94846
14,30.120000,"",11,FEW250,200,FEW250,10,2014-01-29T16:51:00,SSW,45,"",21,AA,3,29.360000,"",17,94846
17,30.140000,"",11,FEW250,210,FEW250,10,2014-01-29T15:51:00,SSW,40,"",22,AA,1,29.380000,"",17,94846
16,30.150000,"",11,CLR,230,CLR,10,2014-01-29T14:51:00,SW,40,"",21,AA,0,29.390000,"",16,94846
18,30.170000,"",11,FEW250,250,FEW250,10,2014-01-29T13:51:00,WSW,38,"",20,AA,-2,29.410000,"",15,94846
16,30.180000,"",11,CLR,260,CLR,10,2014-01-29T12:51:00,W,37,"",19,AA,-3,29.410000,"",14,94846
14,30.190000,"",11,CLR,260,CLR,10,2014-01-29T11:51:00,W,41,"",17,AA,-3,29.420000,"",13,94846
16,30.220000,"",11,CLR,250,CLR,10,2014-01-29T10:51:00,WSW,40,"",15,AA,-5,29.440000,"",11,94846
14,30.220000,"",11,CLR,250,CLR,10,2014-01-29T09:51:00,WSW,44,"",11,AA,-7,29.450000,"",8,94846
11,30.220000,"",11,CLR,250,CLR,10,2014-01-29T08:51:00,WSW,50,"",7,AA,-8,29.450000,"",5,94846
11,30.220000,"",11,CLR,260,CLR,10,2014-01-29T07:51:00,W,57,"",3,AA,-9,29.440000,"",1,94846
10,30.210000,"",11,FEW120,240,FEW120,10,2014-01-29T06:51:00,WSW,59,"",2,AA,-9,29.440000,"",0,94846
10,30.210000,"",11,CLR,250,CLR,10,2014-01-29T05:51:00,WSW,59,"",2,AA,-9,29.440000,"",0,94846
8,30.220000,"",11,CLR,240,CLR,10,2014-01-29T04:51:00,WSW,60,"",3,AA,-8,29.440000,"",1,94846
9,30.220000,"",11,CLR,240,CLR,10,2014-01-29T03:51:00,WSW,60,"",3,AA,-8,29.440000,"",1,94846
8,30.220000,"",11,CLR,230,CLR,10,2014-01-29T02:51:00,SW,62,"",2,AA,-8,29.440000,"",1,94846
7,30.230000,"",11,CLR,240,CLR,10,2014-01-29T01:51:00,WSW,62,"",2,AA,-8,29.450000,"",1,94846
7,30.240000,"",11,CLR,230,CLR,10,2014-01-29T00:51:00,SW,62,"",2,AA,-8,29.470000,"",1,94846
10,30.250000,"",11,CLR,240,CLR,10,2014-01-28T23:51:00,WSW,62,"",2,AA,-8,29.470000,"",1,94846
9,30.260000,"",11,CLR,240,CLR,10,2014-01-28T22:51:00,WSW,62,"",2,AA,-8,29.480000,"",1,94846
9,30.280000,"",11,CLR,230,CLR,10,2014-01-28T21:51:00,SW,59,"",2,AA,-9,29.500000,"",0,94846
10,30.290000,"",11,CLR,240,CLR,10,2014-01-28T20:51:00,WSW,57,"",2,AA,-10,29.500000,"",0,94846
9,30.300000,"",11,CLR,250,CLR,10,2014-01-28T19:51:00,WSW,57,"",2,AA,-10,29.510000,"",0,94846
9,30.310000,"",11,CLR,250,CLR,10,2014-01-28T18:51:00,WSW,54,"",3,AA,-10,29.520000,"",1,94846
15,30.320000,"",11,CLR,250,CLR,10,2014-01-28T17:51:00,WSW,51,"",3,AA,-11,29.530000,"",1,94846
20,30.320000,"",11,CLR,250,CLR,10,2014-01-28T16:51:00,WSW,49,"",3,AA,-12,29.530000,"",1,94846
15,30.320000,"",11,CLR,250,CLR,10,2014-01-28T15:51:00,WSW,51,"",3,AA,-11,29.540000,"",1,94846
15,30.340000,"",11,CLR,250,CLR,10,2014-01-28T14:51:00,WSW,51,"",3,AA,-11,29.550000,"",1,94846
11,30.360000,"",11,CLR,250,CLR,10,2014-01-28T13:51:00,WSW,51,"",3,AA,-11,29.570000,"",1,94846
16,30.380000,"",11,CLR,270,CLR,10,2014-01-28T12:51:00,W,49,"",2,AA,-13,29.590000,"",0,94846
18,30.410000,"",11,CLR,270,CLR,10,2014-01-28T11:51:00,W,48,"",0,AA,-15,29.620000,"",-2,94846
17,30.440000,"",11,CLR,260,CLR,10,2014-01-28T10:51:00,W,51,"",-2,AA,-16,29.660000,"",-3,94846
15,30.450000,"",11,CLR,270,CLR,10,2014-01-28T09:51:00,W,55,"",-6,AA,-18,29.660000,"",-7,94846
13,30.450000,"",11,CLR,260,CLR,10,2014-01-28T08:51:00,W,58,"",-8,AA,-19,29.660000,"",-9,94846
10,30.450000,"",11,CLR,260,CLR,10,2014-01-28T07:51:00,W,60,"",-10,AA,-20,29.660000,"",-11,94846
10,30.450000,"",11,CLR,260,CLR,10,2014-01-28T06:51:00,W,64,"",-11,AA,-20,29.650000,"",-12,94846
9,30.450000,"",11,CLR,260,CLR,10,2014-01-28T05:51:00,W,64,"",-11,AA,-20,29.660000,"",-12,94846
7,30.430000,"",11,CLR,250,CLR,10,2014-01-28T04:51:00,WSW,64,"",-11,AA,-20,29.640000,"",-12,94846
8,30.440000,"",11,CLR,260,CLR,10,2014-01-28T03:51:00,W,64,"",-11,AA,-20,29.650000,"",-12,94846
9,30.440000,"",11,CLR,290,CLR,10,2014-01-28T02:51:00,WNW,61,"",-9,AA,-19,29.650000,"",-10,94846
8,30.450000,"",11,CLR,270,CLR,10,2014-01-28T01:51:00,W,61,"",-9,AA,-19,29.660000,"",-10,94846
9,30.450000,"",11,CLR,280,CLR,10,2014-01-28T00:51:00,W,58,"",-8,AA,-19,29.660000,"",-9,94846
10,30.450000,"",11,CLR,280,CLR,10,2014-01-27T23:51:00,W,52,"",-7,AA,-20,29.660000,"",-8,94846
10,30.440000,"",11,CLR,290,CLR,10,2014-01-27T22:51:00,WNW,55,"",-7,AA,-19,29.650000,"",-8,94846
14,30.440000,"",11,CLR,300,CLR,10,2014-01-27T21:51:00,WNW,50,"",-6,AA,-20,29.650000,"",-7,94846
11,30.430000,"",11,CLR,290,CLR,10,2014-01-27T20:51:00,WNW,50,"",-6,AA,-20,29.640000,"",-7,94846
15,30.420000,"",11,CLR,280,CLR,10,2014-01-27T19:51:00,W,50,"",-6,AA,-20,29.640000,"",-7,94846
17,30.420000,"",11,FEW030,280,FEW030,10,2014-01-27T18:51:00,W,52,"",-6,AA,-19,29.630000,"",-7,94846
15,30.400000,"",11,FEW030,280,FEW030,10,2014-01-27T17:51:00,W,47,"",-5,AA,-20,29.610000,"",-6,94846
15,30.370000,"",11,FEW030,280,FEW030,10,2014-01-27T16:51:00,W,48,"",-4,AA,-19,29.590000,"",-5,94846
16,30.350000,"",11,FEW030,280,FEW030,10,2014-01-27T15:51:00,W,45,"",-3,AA,-19,29.570000,"",-4,94846
18,30.330000,"",11,BKN030,300,BKN030,10,2014-01-27T14:51:00,WNW,46,"",-2,AA,-18,29.550000,"",-3,94846
18,30.300000,"",11,BKN033,300,BKN033,10,2014-01-27T13:51:00,WNW,51,"",-2,AA,-16,29.520000,"",-3,94846
17,30.290000,"",11,SCT028,270,SCT028,10,2014-01-27T12:51:00,W,51,"",-2,AA,-16,29.510000,"",-3,94846
20,30.270000,"",11,FEW022,300,FEW022,10,2014-01-27T11:51:00,WNW,48,"",-1,AA,-16,29.490000,"",-2,94846
17,30.270000,"",11,FEW019,300,FEW019,10,2014-01-27T10:51:00,WNW,53,"",-2,AA,-15,29.490000,"",-3,94846
18,30.250000,"",11,SCT022,290,SCT022,10,2014-01-27T09:51:00,WNW,56,"",-3,AA,-15,29.480000,"",-4,94846
20,30.230000,"",11,FEW024,290,FEW024,10,2014-01-27T08:51:00,WNW,59,"",-3,AA,-14,29.450000,"",-4,94846
15,30.200000,"",11,FEW020,280,FEW020,10,2014-01-27T07:51:00,W,59,"",-3,AA,-14,29.440000,"",-4,94846
15,30.160000,"",11,FEW020,280,FEW020,10,2014-01-27T06:51:00,W,59,"",-2,AA,-13,29.390000,"",-3,94846
13,30.110000,"",11,CLR,280,CLR,10,2014-01-27T05:51:00,W,56,"",-1,AA,-13,29.360000,"",-2,94846
16,30.080000,"",11,CLR,290,CLR,10,2014-01-27T04:51:00,WNW,56,"",0,AA,-12,29.320000,"",-2,94846
16,30.040000,"",11,CLR,290,CLR,10,2014-01-27T03:51:00,WNW,56,"",1,AA,-11,29.280000,"",-1,94846
20,29.990000,"",11,FEW020,300,FEW020,10,2014-01-27T02:51:00,WNW,57,"",2,AA,-10,29.240000,"",0,94846
20,29.930000,"",11,FEW025,290,FEW025,10,2014-01-27T01:51:00,WNW,57,"",3,AA,-9,29.180000,"",1,94846
21,29.870000,"",11,SCT025,290,SCT025,8,2014-01-27T00:51:00,WNW,60,"",5,AA,-6,29.120000,"",3,94846
20,29.820000,"",11,SCT020,290,SCT020,5,2014-01-26T23:51:00,WNW,66,"",6,AA,-3,29.060000,[[<nil> <nil> BL SN <nil> <nil>]],4,94846
25,29.740000,"",11,FEW010 SCT065 BKN100,290,BKN100,3,2014-01-26T22:51:00,WNW,63,"",9,AA,-1,28.990000,[[<nil> <nil> BL SN <nil> <nil>]],7,94846
26,29.660000,"",11,FEW010 SCT065 BKN100,290,BKN100,6,2014-01-26T21:51:00,WNW,49,"",14,AA,-2,28.920000,[[<nil> <nil> BL SN <nil> <nil>]],11,94846
24,29.610000,"",11,FEW022 BKN060 OVC100,300,OVC100,6,2014-01-26T20:51:00,WNW,54,0.005000,19,AA,5,28.870000,[[<nil> <nil> BL SN <nil> <nil>]],15,94846
21,29.570000,"",11,BKN017 BKN024 OVC030,290,OVC030,1,2014-01-26T19:51:00,WNW,78,0.005000,22,AA,16,28.830000,[[- <nil> <nil> SN <nil> <nil>] [<nil> <nil> BL SN <nil> <nil>]],20,94846
21,29.520000,"",11,SCT015 BKN022 OVC030,290,OVC030,0.500000,2014-01-26T18:51:00,WNW,72,0.005000,25,AA,17,28.780000,[[<nil> <nil> <nil> SN <nil> <nil>]],22,94846
11,29.470000,"",11,OVC050,280,OVC050,10,2014-01-26T17:51:00,W,61,0.005000,30,AA,18,28.730000,"",26,94846
17,29.470000,"",11,FEW027 BKN050 OVC150,270,OVC150,10,2014-01-26T16:51:00,W,61,"",30,AA,18,28.730000,"",26,94846
23,29.470000,"",11,SCT027 BKN150 OVC200,260,OVC200,10,2014-01-26T15:51:00,W,61,"",31,AA,19,28.730000,"",27,94846
20,29.410000,"",11,FEW025 BKN200 BKN300,260,BKN300,10,2014-01-26T14:51:00,W,61,"",31,AA,19,28.680000,"",27,94846
16,29.410000,"",11,FEW022 BKN200,280,BKN200,10,2014-01-26T13:51:00,W,63,"",29,AA,18,28.680000,"",25,94846
18,29.410000,"",11,FEW020 BKN030,270,BKN030,10,2014-01-26T12:51:00,W,66,"",27,AA,17,28.670000,"",24,94846
21,29.430000,"",11,OVC034,270,OVC034,10,2014-01-26T11:51:00,W,63,"",26,SY-MT,15,28.680000,"",23,94846
21,29.430000,"",11,CLR034,270,CLR034,10,2014-01-26T11:50:00,W,"","",26,AA,15,"","","",94846
10,29.430000,"",11,OVC032,240,OVC032,10,2014-01-26T10:51:00,WSW,63,"",22,AA,11,28.690000,"",19,94846
11,29.410000,"",11,BKN036,190,BKN036,10,2014-01-26T09:51:00,S,65,0.005000,17,AA,7,28.670000,"",14,94846
14,29.450000,"",11,OVC034,180,OVC034,9,2014-01-26T08:51:00,S,70,0.005000,14,AA,6,28.700000,[[- <nil> <nil> SN <nil> <nil>]],12,94846
11,29.500000,"",11,FEW024 OVC038,170,OVC038,10,2014-01-26T07:51:00,S,77,0.005000,11,AA,5,28.750000,"",10,94846
13,29.510000,"",11,FEW024 OVC041,150,OVC041,9,2014-01-26T06:51:00,SSE,73,0.010000,10,AA,3,28.760000,[[- <nil> <nil> SN <nil> <nil>]],8,94846
15,29.540000,"",11,FEW024 OVC040,160,OVC040,9,2014-01-26T05:51:00,SSE,76,0.020000,8,AA,2,28.800000,[[- <nil> <nil> SN <nil> <nil>]],7,94846
14,"","",11,CLR022,160,CLR022,0.500000,2014-01-26T05:23:00,SSE,"",0.020000,9,AA,1,"","","",94846
11,29.590000,"",11,OVC012,160,OVC012,0.500000,2014-01-26T04:51:00,SSE,73,0.070000,8,AA,1,28.840000,[[- <nil> <nil> SN <nil> <nil>]],7,94846
8,29.660000,"",11,OVC009,170,OVC009,0.500000,2014-01-26T03:51:00,S,76,0.060000,7,AA,1,28.900000,[[- <nil> <nil> SN <nil> <nil>]],6,94846
11,29.710000,"",11,VV020,210,VV020,0.500000,2014-01-26T02:51:00,SSW,63,0.010000,8,AA,-2,28.950000,[[- <nil> <nil> SN <nil> <nil>]],6,94846
9,29.710000,"",11,BKN065 OVC085,190,OVC085,10,2014-01-26T01:51:00,S,55,"",8,AA,-5,28.950000,"",6,94846
8,29.760000,"",11,OVC085,200,OVC085,10,2014-01-26T00:51:00,SSW,57,"",7,AA,-5,29,"",5,94846
7,29.810000,"",11,BKN120 OVC200,280,OVC200,10,2014-01-25T23:51:00,W,55,"",7,AA,-6,29.060000,"",5,94846
10,29.850000,"",11,SCT200 OVC300,280,OVC300,10,2014-01-25T22:51:00,W,55,"",7,AA,-6,29.090000,"",5,94846
7,29.860000,"",11,SCT200 BKN300,290,BKN300,10,2014-01-25T21:51:00,WNW,52,"",7,AA,-7,29.100000,"",5,94846
13,29.870000,"",11,SCT200 BKN300,280,BKN300,10,2014-01-25T20:51:00,W,48,"",8,AA,-8,29.120000,"",5,94846
14,29.880000,"",11,CLR,280,CLR,10,2014-01-25T19:51:00,W,48,"",9,AA,-7,29.120000,"",6,94846
20,29.860000,"",11,CLR,280,CLR,10,2014-01-25T18:51:00,W,50,"",10,AA,-5,29.110000,"",7,94846
16,29.820000,"",11,CLR,280,CLR,10,2014-01-25T17:51:00,W,46,"",11,AA,-6,29.080000,"",8,94846
15,29.800000,"",11,FEW030,280,FEW030,10,2014-01-25T16:51:00,W,40,"",13,AA,-7,29.060000,"",9,94846
22,29.770000,"",11,FEW030,290,FEW030,10,2014-01-25T15:51:00,WNW,40,"",14,AA,-6,29.020000,"",10,94846
20,29.740000,"",11,FEW030,280,FEW030,10,2014-01-25T14:51:00,W,37,"",15,AA,-7,28.990000,"",11,94846
23,29.720000,"",11,FEW030,300,FEW030,10,2014-01-25T13:51:00,WNW,38,"",15,AA,-6,28.970000,"",11,94846
23,29.700000,"",11,FEW025,310,FEW025,10,2014-01-25T12:51:00,NW,39,"",16,AA,-5,28.950000,"",12,94846
24,29.670000,"",11,FEW050,310,FEW050,10,2014-01-25T11:51:00,NW,43,"",16,AA,-3,28.930000,"",12,94846
24,29.650000,"",11,FEW050,320,FEW050,10,2014-01-25T10:51:00,NW,43,"",17,AA,-2,28.920000,"",13,94846
29,29.600000,"",11,FEW020 FEW050,330,FEW050,10,2014-01-25T09:51:00,NNW,41,"",19,AA,-1,28.860000,"",14,94846
25,29.540000,"",11,BKN045,330,BKN045,10,2014-01-25T08:51:00,NNW,43,"",21,AA,2,28.810000,"",16,94846
22,29.510000,"",11,BKN046,320,BKN046,10,2014-01-25T07:51:00,NW,37,"",24,AA,1,28.770000,"",18,94846
16,29.460000,"",11,FEW040 SCT050,310,SCT050,10,2014-01-25T06:51:00,NW,53,"",27,AA,12,28.720000,"",22,94846
14,29.440000,"",11,FEW041 FEW050,300,FEW050,10,2014-01-25T05:51:00,WNW,61,"",28,AA,16,28.700000,"",24,94846
8,29.420000,"",11,FEW026 FEW041 SCT045,300,SCT045,10,2014-01-25T04:51:00,WNW,63,0.005000,29,AA,18,28.680000,"",25,94846
18,29.400000,"",11,SCT010 BKN017 OVC024,310,OVC024,7,2014-01-25T03:51:00,NW,79,0.005000,33,AA,27,28.670000,[[- <nil> FZ DZ <nil> <nil>]],31,94846
17,29.390000,"",11,OVC009,260,OVC009,10,2014-01-25T02:51:00,W,82,0.005000,31,AA,26,28.660000,"",29,94846
20,29.410000,"",11,OVC010,250,OVC010,4,2014-01-25T01:51:00,WSW,82,0.005000,29,AA,24,28.680000,[[- <nil> <nil> SN <nil> <nil>]],27,94846
24,29.430000,"",11,OVC012,240,OVC012,4,2014-01-25T00:51:00,WSW,78,0.005000,29,AA,23,28.690000,[[- <nil> <nil> SN <nil> <nil>]],27,94846
22,29.460000,"",11,BKN012 OVC019,240,OVC019,2.500000,2014-01-24T23:51:00,WSW,78,0.010000,28,AA,22,28.720000,[[- <nil> <nil> SN <nil> <nil>]],26,94846
18,29.500000,"",11,BKN016 OVC020,230,OVC020,2,2014-01-24T22:51:00,SW,78,0.010000,27,AA,21,28.760000,[[- <nil> <nil> SN <nil> <nil>]],25,94846
18,29.540000,"",11,OVC032,220,OVC032,5,2014-01-24T21:51:00,SW,75,0.005000,25,AA,18,28.800000,[[- <nil> <nil> SN <nil> <nil>]],23,94846
21,29.590000,"",11,FEW018 OVC040,220,OVC040,4,2014-01-24T20:51:00,SW,78,0.005000,24,AA,18,28.850000,[[- <nil> <nil> SN <nil> <nil>]],22,94846
24,29.640000,"",11,OVC034,220,OVC034,5,2014-01-24T19:51:00,SW,68,0.005000,24,AA,15,28.900000,[[- <nil> <nil> SN <nil> <nil>]],21,94846
20,29.700000,"",11,OVC043,210,OVC043,9,2014-01-24T18:51:00,SSW,63,0.005000,23,AA,12,28.950000,[[- <nil> <nil> SN <nil> <nil>]],20,94846
20,29.740000,"",11,OVC047,220,OVC047,10,2014-01-24T17:51:00,SW,52,0.005000,23,AA,8,28.980000,[[- <nil> <nil> SN <nil> <nil>]],19,94846
21,29.750000,"",11,OVC048,220,OVC048,10,2014-01-24T16:51:00,SW,55,"",21,AA,7,28.990000,"",17,94846
25,29.780000,"",11,OVC060,220,OVC060,10,2014-01-24T15:51:00,SW,52,"",21,AA,6,29.020000,"",17,94846
28,29.810000,"",11,BKN070 OVC080,220,OVC080,10,2014-01-24T14:51:00,SW,50,"",20,AA,4,29.040000,"",16,94846
28,29.850000,"",11,BKN070 OVC100,220,OVC100,10,2014-01-24T13:51:00,SW,52,"",19,AA,4,29.090000,"",15,94846
25,29.930000,"",11,BKN090 OVC110,220,OVC110,10,2014-01-24T12:51:00,SW,49,"",18,AA,2,29.160000,"",14,94846
32,29.950000,"",11,BKN100,230,BKN100,7,2014-01-24T11:51:00,SW,43,"",17,AA,-2,29.180000,[[<nil> <nil> BL SN <nil> <nil>]],13,94846
31,30.020000,"",11,BKN100 OVC180,210,OVC180,10,2014-01-24T10:51:00,SSW,48,"",13,AA,-3,29.250000,"",10,94846
25,30.120000,"",11,FEW120 SCT170 OVC250,220,OVC250,10,2014-01-24T09:51:00,SW,50,"",10,AA,-5,29.350000,"",7,94846
22,30.190000,"",11,OVC130,220,OVC130,10,2014-01-24T08:51:00,SW,52,"",7,AA,-7,29.410000,"",5,94846
18,30.240000,"",11,BKN120 OVC170,210,OVC170,10,2014-01-24T07:51:00,SSW,54,"",5,AA,-8,29.470000,"",3,94846
20,30.300000,"",11,FEW140 BKN170,210,BKN170,10,2014-01-24T06:51:00,SSW,59,"",2,AA,-9,29.520000,"",0,94846
14,30.370000,"",11,SCT180 OVC230,210,OVC230,10,2014-01-24T05:51:00,SSW,65,"",-1,AA,-10,29.580000,"",-2,94846
13,30.420000,"",11,BKN150,220,BKN150,10,2014-01-24T04:51:00,SW,68,"",-4,AA,-12,29.640000,"",-5,94846
11,30.460000,"",11,CLR,230,CLR,10,2014-01-24T03:51:00,SW,68,"",-4,AA,-12,29.680000,"",-5,94846
9,30.490000,"",11,CLR,230,CLR,10,2014-01-24T02:51:00,SW,64,"",-5,AA,-14,29.710000,"",-6,94846
10,30.510000,"",11,CLR,230,CLR,10,2014-01-24T01:51:00,SW,64,"",-6,AA,-15,29.730000,"",-7,94846
9,30.530000,"",11,CLR,260,CLR,10,2014-01-24T00:51:00,W,58,"",-5,AA,-16,29.750000,"",-6,94846
10,30.560000,"",11,CLR,260,CLR,10,2014-01-23T23:51:00,W,61,"",-5,AA,-15,29.780000,"",-6,94846
13,30.580000,"",11,CLR,270,CLR,10,2014-01-23T22:51:00,W,59,"",-3,AA,-14,29.800000,"",-4,94846
13,30.590000,"",11,CLR,280,CLR,10,2014-01-23T21:51:00,W,56,"",-1,AA,-13,29.810000,"",-2,94846
